book_a;book_b;count
0452281903;1558743669;12
0156027321;0312195516;12
0590353403;0316769487;12
0671003755;0743418174;12
0064471098;0064471063;12
0425109720;0425116840;12
0618002219;0618002227;12
0373484887;0373484909;12
0441003745;0441005748;12
0440220602;044023722X;12
0515128554;0515121843;12
0449221504;0553279556;12
0671038184;0446672211;12
0449212602;0060928336;12
0553280945;0553250426;12
0553280945;0553289411;12
0375412824;0316666343;12
0439136369;0439064864;12
0553289411;0553280945;12
0425147622;0425158616;12
0060934417;0142001740;12
0786868716;0060928336;12
0440220602;0440234743;12
0440241073;0671027360;12
080410526X;0804105820;12
0515132020;0515136379;12
0449219364;0449223604;12
014028009X;0440226430;12
0064471047;0064471101;12
0440241073;044023722X;12
0452282829;0060928336;12
044022165X;0440213525;12
0446610038;0380718340;12
0441304834;0441003745;12
0441304834;0441002935;12
0804105820;080410526X;12
1558743669;0452281903;12
0385484518;0312195516;12
0618002227;0618002219;12
0316603287;0316666343;12
0060392452;0316666343;12
0064408639;0064407683;12
0060934417;0385504209;12
0439064872;0316666343;12
0345335511;0345335457;12
0380813815;0316666343;12
0425154092;0380717018;12
0446604801;0446606189;12
0316776963;0385504209;12
0345335511;0345335651;12
0156027321;0671003755;12
0553279912;0553284789;12
0670868361;0670855030;12
0312265859;0312966091;12
0064471047;0064471063;12
0440226430;014028009X;12
0064408639;0064407667;12
044022165X;0440224764;12
0439064864;0439136369;12
0316284955;0743418174;12
1558743669;0316666343;12
0375726403;0671003755;12
0553213180;0553213172;12
0375726403;0316096199;12
0064407667;0064408639;12
0140265686;0140270590;12
0140298479;0743418174;12
0140067477;0140230165;12
038550120X;0316666343;12
0449219461;0553280341;12
0684865742;0316666343;12
0316284955;0060928336;12
0345438329;0316666343;12
089480829X;0894805770;12
0618002243;0618002235;12
0140293248;0385335482;12
0451184963;0451172817;12
0449219461;0449221504;12
067976402X;0316284955;12
0618002235;0618002243;12
014028009X;059035342X;12
0345335457;0345335511;12
0671021001;0316601950;12
0804106304;0446672211;12
0375726403;0375727345;12
0553250426;0312195516;12
0060976845;0671003755;12
0515121843;0515128546;12
0316769487;0060987103;12
0609804138;0385504209;12
044023722X;0440241073;12
0440224675;0312924585;12
0446608955;059035342X;12
0440224764;044022165X;12
0671695169;0671695126;12
0449221490;0449221482;12
051513287X;0373244487;12
0553213156;0553213164;12
0380718340;0425158616;12
0060915544;0060921145;12
0553213164;0553213156;12
0671027360;0440241073;12
0553213156;0553213148;12
0451172817;0451167317;12
0451167317;0451170385;12
0451167317;0451172817;12
0451167317;0451176464;12
0671027360;1400034779;12
0671027360;043935806X;12
0446364193;0446610038;12
0446364193;0446606189;12
0671534726;0671534734;12
0670839531;0670835382;12
0515121843;0515128554;12
0451172817;0451184963;12
0140230165;0140067477;12
0671027360;0446672211;12
0345313151;0345322231;12
0553250426;0553280945;12
014029628X;0312195516;12
0553279912;0449221512;12
0380717018;0425154092;12
0373484909;0373484887;12
0380730138;0316601950;12
0440241073;0440221471;12
0385484518;0385504209;12
0345335651;0345335511;12
0064471063;0064471098;12
0452284449;0452282152;12
0452282152;0452284449;12
0440241073;0440224764;12
0671021001;0385504209;12
0385335482;0140293248;12
0515128546;051513287X;12
0142000205;0060987561;12
0440235596;0316666343;12
0515128546;0515121843;12
0446608815;0446610038;12
044023722X;0440220602;12
0446310786;0142001740;12
0316769487;0345342968;12
0316284955;067976402X;12
0345361792;0312195516;12
0373244487;051513287X;12
0440236673;044021145X;11
0515120618;0515132020;11
0385722206;067976402X;11
0345353145;034540288X;11
0452282829;0316601950;11
1400031354;0316666343;11
0375707972;067976402X;11
044651652X;0440226430;11
0345361792;0385504209;11
006447108X;0064471098;11
0767905180;0743418174;11
0452282829;0060930535;11
0425180638;0425154092;11
0064471098;0064471055;11
0375707972;0440226430;11
0345353145;0345378482;11
0345404319;034538475X;11
0380717018;0380718332;11
044022165X;0440234743;11
0446605239;0786868716;11
0316569321;0446672211;11
0425147622;0380718332;11
0316603287;0316602906;11
0440226430;0060928336;11
0385490992;0385472951;11
0060392452;0385504209;11
0671021001;0446310786;11
0385493800;0385424736;11
0440213525;0345370775;11
0684853507;0670835382;11
0064471071;0064471098;11
0439064872;044021145X;11
0671021001;0440213525;11
0590353403;0618002219;11
0446310786;0451526341;11
0316569321;0452282829;11
0385484518;0446605239;11
0425147622;0380710218;11
0439064864;0618002227;11
0316603287;0385504209;11
0446608955;0316666343;11
0515126772;051512317X;11
0060392452;0312195516;11
0804114986;0316666343;11
0671695169;0671695142;11
0590353403;0385504209;11
0684872153;0316666343;11
0842329129;0316666343;11
0684874350;0385504209;11
084233226X;0842332251;11
0671873202;0671759345;11
0618002219;0590353403;11
0064471055;0064471047;11
0345338715;0345335708;11
0380718332;0380717018;11
0064471055;0064471098;11
0385492081;0316666343;11
0060930535;0671038184;11
0446605239;0446610399;11
060980619X;0609804138;11
0440224675;0345370775;11
051513287X;0515136530;11
0446601241;0446610038;11
0671695169;0671670689;11
0064408639;0064407675;11
0515124214;0515128554;11
0515136530;051513287X;11
0452282829;0316569321;11
0312971346;0312265859;11
0345335511;0345335708;11
0345339703;059035342X;11
0671759345;0671759361;11
0425154092;0380710218;11
0440226430;0375727345;11
034538475X;0345404319;11
0140257934;0140265686;11
0553271636;0449221504;11
0312291639;0385335482;11
0060987561;067976402X;11
0425163407;0380718332;11
0385490992;0385424736;11
0064471047;0064471055;11
1400034779;0452282152;11
0345335457;0345335651;11
0786890436;0316666343;11
0380710218;0425147622;11
0064407675;0064408639;11
0440226430;0142001740;11
0385335482;0446672211;11
051512317X;0515126772;11
0449221504;0553271636;11
0812550307;0812513738;11
0590660543;0590112899;11
0385484518;0671003755;11
0060934417;0743418174;11
0316569321;067976402X;11
0380710218;044021145X;11
0440226430;0671003755;11
0440226430;0316601950;11
0446610038;0425182878;11
0767905180;0316666343;11
0671759361;0671759345;11
0618002243;0618002227;11
0064471098;0064471071;11
0449221504;0553280341;11
055321313X;0553213164;11
0842329218;084233226X;11
0446606189;0446607657;11
0451184963;0451156609;11
0312265859;0312971346;11
0743237188;0385505833;11
0385424736;0385493800;11
0618002227;0439064864;11
0375703055;0375727345;11
0316776963;0142001740;11
0385510438;0385504209;11
0380710218;0425154092;11
0385424736;0385490992;11
0440241073;044021145X;11
0140265686;0140257934;11
0553280341;0449221504;11
0375707972;0316569321;11
0805063897;0385504209;11
0064408655;0064408647;11
0425154092;0425180638;11
0515116750;051511779X;11
0316899984;0375727345;11
0671670689;0671695126;11
0618002227;0618002243;11
0671670689;0671695169;11
0375707972;0446605239;11
0671695142;0671695169;11
0671759345;0671873202;11
0842329293;0842329277;11
0515122734;0515121843;11
0385490992;0385424728;11
0345335651;0345335457;11
0425189031;042518630X;11
0671021001;0452282829;11
0670839531;0385199570;11
0842329129;0842329277;11
0451163524;0451176464;11
0385335482;0312291639;11
0439064872;0439136350;11
0316693235;0316693251;11
0553279912;0449221490;11
0553279912;0449221482;11
051511779X;0515116750;11
0385335881;0743418174;11
0670868361;0684853507;11
0590112899;0590660543;11
0425162443;0316601950;11
0385199570;0670839531;11
0449221482;0553279912;11
0064471098;006447108X;11
0345378482;0345353145;11
0064408647;0064408655;11
0451184963;0451176464;11
0441008534;0441009239;11
0375705856;0316666343;11
0345361792;0375726403;11
044023722X;0743418174;11
0385720106;067976402X;11
0425169863;0425175405;11
080411109X;0316666343;11
0684853507;0670868361;11
0451526341;0446310786;11
0345335708;0345338715;11
0345335708;0345335511;11
0385335482;0060928336;11
0316693251;0316693235;11
0345391055;0345370775;11
0385484518;0316601950;11
0440222656;0385504209;11
0804106304;0345370775;11
0345434803;0345337662;11
0440234743;044022165X;11
0440226430;0743418174;11
0671534742;0671534726;11
014029628X;0452282152;11
0451186362;0451180232;11
0449212602;0316666343;11
0312990456;0312983867;11
0553213148;0553269224;11
0312265867;0671001795;11
0786868716;0385335482;11
0316284955;0142001740;11
0515128554;0515124214;11
0312263120;0385504209;11
0451176464;0451172817;11
0451176464;0451180232;11
0441009239;0441008534;11
0452282829;067976402X;11
0446607657;0446606189;11
0515136379;0515131229;11
0451176464;0451163524;11
0316693006;0316666343;11
0452269571;0316666343;11
0440226430;044651652X;11
038572179X;0316666343;11
0345322231;0345322215;11
0385484518;067976402X;11
0375504397;0743211383;11
0449223604;0553284789;11
0451156609;0451184963;11
0446607657;0446610038;11
0842329242;084232920X;11
0743237188;0316601950;11
0316284955;0312195516;11
0743237188;0316666343;11
0312291639;0312305060;11
0312305060;0312291639;11
0312983867;0312990456;11
0842329277;0842329129;11
050552354X;0505523752;11
0446610399;0446605239;11
0060987561;0316666343;11
0316569321;0375707972;11
0505524090;050552354X;11
0312265859;0385504209;11
0451180232;0451186362;11
0446610038;0446601241;11
0451180232;0451176464;11
0553269224;0553213148;11
0553572997;0345427637;11
0345322215;0345322231;11
0842329277;0842329293;11
0060987103;014028009X;11
050552354X;0505524090;11
0345443284;0446672211;11
0425182878;0446610038;11
0385505833;0743237188;11
0140244824;0316666343;11
0449005615;0312195516;11
0060976845;0142001740;11
0312983271;0316666343;11
0886773520;0886774268;11
0345443284;067976402X;11
0385335482;0786868716;11
0312291639;0312195516;11
034540288X;0345353145;11
0375726403;0060987103;11
0425155188;0425157628;11
0064408647;0064407683;11
0515134465;0515134481;11
0842332251;084233226X;11
0786868716;0060976845;11
0553284789;0449221490;11
0375726403;0345361792;11
0812511816;0812513738;11
0316602906;0316603287;11
0451176464;0451184963;11
0515130389;0515131229;11
0671695126;0671670689;11
0380718332;0425147622;11
0439136350;0439064872;11
0446605239;0385504209;11
0451172817;0451176464;11
0886774268;0886773520;11
0515132020;0515120618;11
0679746048;0316666343;11
0553213164;055321313X;11
0446605239;0385484518;11
074343627X;067102423X;11
0515134457;0515134481;11
0060987103;0375726403;11
0670839531;0670844527;11
0345378490;0440211727;11
084232920X;0842329242;11
0553279378;0316666343;11
0812513738;0812511816;11
0385720106;0375706771;11
0151008116;0312195516;11
0449221504;0449221490;11
0515131229;0515136379;11
0060938455;0385504209;11
0743211383;0375504397;11
0140293248;0312195516;11
0684874350;0671003755;11
0373484224;0515128546;11
0064407683;0064408647;11
0316788228;0316666343;11
0804106304;0316601950;11
0679429220;0142001740;11
0449221490;0449221512;11
0449221490;0449221504;11
0446601241;0446364193;11
0670844527;0670839531;11
0449221490;0449219364;11
0812513738;0812550307;11
0670835382;0684853507;11
0446364193;0446601241;11
0515134481;0515134465;11
0316569321;0312195516;11
0140293248;0452282152;11
014029628X;0142001740;11
0345313860;044021145X;11
0515128546;0373484224;11
0449221490;0553279556;11
0449221490;0553279912;11
0449221490;0553280368;11
042518630X;0425189031;11
0439136350;0316769487;11
0060976845;0446672211;11
0671038184;0060930535;11
0515131229;0515130389;11
0671534726;0671534742;11
067102423X;074343627X;11
0505523752;050552354X;11
0060976845;0786868716;11
0380718332;0425163407;11
0060502258;0312195516;11
0345427637;0553572997;11
0671027360;0452282152;11
0399501487;0316769487;11
0345378490;044021145X;11
0425157628;0425155188;11
0425175405;0425169863;11
0609804138;060980619X;11
0385472951;0385490992;11
0061009059;0446610038;11
0515121843;0515122734;11
0449221490;0553284789;11
0385265700;0375727345;11
0446605239;0375707972;11
0385424728;0385490992;11
084233226X;0842329218;11
0684874350;0316666343;11
0684874350;0312195516;11
0515134481;0515134457;11
0671021001;0060987561;10
080410526X;0312195516;10
0439064872;0440213525;10
0380710218;0425163407;10
0842329250;084232920X;10
0449003787;0449221490;10
0439139597;0345337662;10
0446608955;0385484518;10
034538475X;0345334531;10
0156027321;0060987103;10
0064407667;0345337662;10
0316776963;1400031354;10
0446670111;0316666343;10
0385720106;0452282152;10
0842329293;0842329250;10
0553574671;0553574663;10
0425132048;0425121631;10
0842329250;0842329293;10
0380752859;0345313151;10
0441172695;0441104029;10
0553295977;0515131229;10
080411109X;0142001740;10
0440225701;0440211727;10
0425154092;0425175405;10
0385729340;0385730586;10
0670858692;0670868361;10
0670839531;0670868361;10
0316776963;0312195516;10
0316781266;0316666343;10
0316776963;014028009X;10
0515136530;0515131229;10
0670894605;0312195516;10
067102423X;0451167317;10
0812550307;0812517725;10
038079487X;0786868716;10
0842329250;0842332286;10
0345353145;0451183665;10
067102423X;0451156609;10
0385720106;0060987561;10
0385720106;0060930535;10
0441005489;0441005764;10
0345313860;0385504209;10
0451526341;0399501487;10
0679441018;0345313860;10
0671873199;0671873202;10
038550926X;0312278586;10
0440234743;0316666343;10
0440226104;0446672211;10
0671873202;0671873199;10
0836218256;0836220889;10
0671695126;0671759345;10
0425169863;0425180638;10
0679441018;0345337662;10
0515134465;0515134457;10
0812550307;0812513711;10
0515134465;0515134449;10
0345391055;044021145X;10
0064407667;0316666343;10
0515128554;0373483503;10
0670858692;0684853507;10
0064408655;0064407675;10
0385335881;0316666343;10
0451184963;0451177096;10
0375700757;0316666343;10
0385335881;0140293248;10
0440241537;0440241073;10
0446607657;0446364193;10
0380752859;0345322215;10
0312265859;0312265840;10
0842332251;0842329269;10
0670858692;0670839531;10
0060938455;0060392452;10
0064400034;0064400042;10
0373483503;0515128554;10
0373483503;0515132020;10
014023313X;0312195516;10
0440234743;0440213525;10
0451160525;0345313860;10
0440241073;0312195516;10
0316284955;0312278586;10
0441005748;0441304834;10
0812513711;0812517725;10
0812513711;0812550307;10
0441104029;0441294677;10
0836218833;0836218620;10
0439139597;0316769487;10
0812550757;0812509250;10
050552354X;0515135216;10
0812550757;0812550706;10
0380725835;0380723638;10
038079487X;0385335482;10
0439139600;0060928336;10
0452262143;0452279178;10
0609804138;0312195516;10
0373483503;0515126772;10
0446670251;0312195516;10
0380710218;0440213525;10
0451160525;067102423X;10
0670894605;0316666343;10
0842329161;084232920X;10
0842329161;0842329218;10
0440225701;044023722X;10
0553269216;0553213148;10
0553269216;0553213164;10
0553269216;0553213180;10
055321313X;0553213156;10
1400034779;0743418174;10
0060915544;067976402X;10
0064407667;0060928336;10
0515120618;051513287X;10
0064407667;0060987103;10
0743203631;0316666343;10
0064471063;0064471101;10
0670855030;0670839531;10
0449223612;0553284789;10
155874262X;1558744150;10
0312983867;0312265867;10
067102423X;0451160525;10
0425128164;0425124347;10
0553296124;0553560719;10
0671534734;0671534718;10
044651652X;0385504209;10
0441005241;0441304834;10
0671021001;0440211727;10
0064471071;0064471047;10
0142001430;0312195516;10
0312980140;0312990456;10
0140270590;0140254544;10
0553580191;0553579754;10
0671534734;0671873199;10
0842329277;0842332286;10
0345445848;0345438329;10
0441104029;0441172695;10
0812551478;0812551486;10
0515128554;0515114693;10
0446605484;0446608815;10
0316776963;0743418174;10
0842329269;084233226X;10
0064471071;0064471101;10
0553213156;055321313X;10
0842329269;0842332251;10
0441001971;0441005241;10
0449221490;0449003787;10
0316284955;0375727345;10
0743227441;0316666343;10
0812509250;0812550757;10
0385720106;0375727345;10
0345351525;0451160525;10
0061009059;0375706771;10
0688177751;0316666343;10
0743227441;0060987103;10
0441005764;0441005489;10
0446601241;0446605484;10
0515130389;0515132020;10
0345313151;0380752859;10
0671038184;0375707972;10
0812551486;0812551478;10
0380723638;0380725835;10
0553213156;0553213180;10
006447108X;0064471101;10
0345313151;0345322215;10
